ORIGIN	FID	IID	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
MIXED	BCN2_CO_0247	BCN2_CO_0247	0.0167754	0.00917215	0.00214973	0.00535422	0.0174134	0.00990714	0.0391012	-0.00413639	0.0181036	0.00408814
MIXED	BCN2_CO_0248	BCN2_CO_0248	0.0144304	0.00746865	-0.00017166	0.00839391	-0.0217231	-0.00475295	-0.00427959	-0.0052541	-0.01493	0.0142551
MIXED	BCN2_CO_0250	BCN2_CO_0250	0.0162055	0.0114706	0.00306431	0.00132788	0.0167338	0.0122673	0.0289589	-0.00415695	0.00892696	0.00900928
MIXED	BCN2_CO_0253	BCN2_CO_0253	0.0145677	0.00919845	0.00461552	0.0134007	0.0138887	-0.0238323	-0.0145245	-0.0140637	0.0225042	-0.0146605
MIXED	BCN2_CO_0261	BCN2_CO_0261	0.0156764	0.00610726	-0.00573743	0.0266364	-0.0273516	-0.00304227	-0.000505084	0.0149986	-0.013395	0.0147983
MIXED	BCN2_CO_0264	BCN2_CO_0264	0.0148938	0.00908942	0.00366935	0.00693051	-0.01879	-0.00116501	0.00796083	-0.00856029	0.00871025	-0.0177764
MIXED	BCN2_CO_0267	BCN2_CO_0267	0.0152084	0.00862189	0.000960456	0.0125035	0.00506558	-0.00735392	-0.026042	0.0134749	0.0129817	-0.0111365
MIXED	BCN2_CO_0268	BCN2_CO_0268	0.0158489	0.0106414	0.00342015	0.0225251	0.0182073	-0.00711783	-0.0218965	-0.00142873	-0.015772	-0.0154296
MIXED	BCN2_CO_0269	BCN2_CO_0269	0.0130357	0.00981357	-0.00194537	0.0115319	-0.0354986	-0.0142601	-0.00068676	-0.0144991	0.01241	-0.0176304
MIXED	BCN2_CO_0271	BCN2_CO_0271	0.0158631	0.00964896	-0.00339472	0.0213972	0.0148878	-0.00161406	0.00261353	0.0221711	-0.0156943	-0.023585
MIXED	BCN2_CO_0273	BCN2_CO_0273	0.00253426	0.0080458	-0.00131371	-0.00317088	0.0171429	-0.00828234	-0.0302193	-0.0140389	0.0118508	0.00743877
MIXED	BCN2_CO_0274	BCN2_CO_0274	0.0167908	0.0110803	0.00257337	0.0180486	-2.35E-05	0.00389182	0.0135844	0.00789933	-0.0329198	0.00161673
MIXED	BCN2_CO_0279	BCN2_CO_0279	0.0132032	0.0111834	-0.000448645	0.0101887	-0.00962595	0.0142957	-0.00451699	0.0219852	0.0124189	0.0125333
MIXED	BCN2_CO_0289	BCN2_CO_0289	0.0147793	0.00890887	0.00354424	0.00883998	-0.0233874	-0.0167725	0.0138178	-0.0180999	-0.0427444	0.00114115
MIXED	BCN2_CO_0290	BCN2_CO_0290	0.0147025	0.0106746	0.000665463	0.00488251	-0.00229993	-0.00757635	0.0214319	-0.00171381	-0.0117628	-0.0168635
MIXED	BCN2_CO_0291	BCN2_CO_0291	0.0135538	0.00758953	0.000925142	0.00131683	-0.0114123	0.0102248	0.000354714	-0.00883353	-0.0155672	-0.00939404
MIXED	BCN2_CO_0295	BCN2_CO_0295	0.016035	0.0101855	-0.000178484	0.0168013	-0.00868464	0.00692174	0.000601903	0.00182873	0.0075491	-0.00411995
MIXED	BCN2_CO_0300	BCN2_CO_0300	0.0140505	0.0066613	0.00565539	0.0106943	-0.0309036	0.00101453	0.00289048	-0.0103192	0.00841893	0.00147466
MIXED	BCN2_CO_0302	BCN2_CO_0302	0.00921094	0.00291886	0.00316779	-0.00729613	-0.0114222	0.0048105	0.00405808	-0.00564788	0.0167515	-0.0120152
MIXED	BCN2_CO_0306	BCN2_CO_0306	0.0160806	0.00962382	-0.00134614	0.00411522	-0.0129682	0.007072	0.0137355	-0.00726472	0.0169748	-0.0021782
MIXED	BCN2_CO_0308	BCN2_CO_0308	0.0166382	0.0108427	-0.00315818	0.0229679	0.00892684	-0.00890531	-0.00254972	-0.0240271	0.0137717	-0.00517418
MIXED	BCN2_CO_0309	BCN2_CO_0309	0.0164213	0.00866717	0.00282477	-0.000799033	-0.0038958	0.0107518	0.0340324	0.00822665	-0.00307579	0.00453259
MIXED	BCN2_CO_0315	BCN2_CO_0315	0.0163767	0.0092614	-0.00287641	0.0174499	0.00562884	0.00976764	0.00488983	0.0151428	0.0147053	-0.00411379
MIXED	BCN2_CO_0316	BCN2_CO_0316	0.0171889	0.00855339	0.00260696	0.00840481	-0.00898089	0.0122906	-0.00564193	0.0438322	0.00449386	0.00733741
MIXED	BCN2_CO_0318	BCN2_CO_0318	0.0136525	0.0120311	0.00340599	0.000231667	-0.00693479	0.00363129	-0.00100998	-0.00313896	-0.014824	-0.0370955
MIXED	BCN2_CO_0329	BCN2_CO_0329	0.0147742	0.00776962	0.000498726	0.00387668	0.0133543	0.00791482	0.0303577	-0.00668229	0.0111979	-0.00609691
MIXED	BCN2_CO_0333	BCN2_CO_0333	0.0178806	0.00986206	-0.00193196	0.0198009	-0.00773859	-0.00646144	0.00979344	-0.00402012	-0.010844	-0.0197975
MIXED	BCN2_CO_0336	BCN2_CO_0336	0.0164791	0.00999379	0.000923716	0.0174874	0.0412549	-0.0198728	-0.0230488	-0.00857471	-0.0161021	0.00704664
MIXED	BCN2_CO_0340	BCN2_CO_0340	0.0167055	0.0115993	0.00499734	0.00873045	-0.00185067	-0.00730125	0.00960101	-0.00717562	-0.0175019	-0.00142077
MIXED	BCN2_CO_0341	BCN2_CO_0341	0.0148079	0.00789941	0.00326979	-4.26E-05	-0.00289882	-0.0115218	0.00481493	-0.00635174	0.0142803	0.00479602
MIXED	BCN2_CO_0352	BCN2_CO_0352	0.0142384	0.00859883	0.00146156	0.00711595	-0.00719539	-0.00308567	-0.00584683	0.0218389	0.0184497	0.00153661
MIXED	BCN2_CO_0353	BCN2_CO_0353	0.0118656	0.00348762	-0.00252408	-0.0149078	0.0129668	0.0107729	-0.00347586	-0.00820261	0.00392938	-0.0134819
MIXED	BCN2_CO_0354	BCN2_CO_0354	0.0126532	0.0103942	0.00345545	0.0134843	-0.00920552	-0.00334116	0.00118702	0.00410005	-0.000450476	-0.0197386
MIXED	BCN2_CO_0356	BCN2_CO_0356	0.0177522	0.010533	-0.000766225	0.00774063	-0.0029061	-0.00139077	0.00157502	0.01941	-0.00355737	-0.0182346
MIXED	BCN2_CO_0365	BCN2_CO_0365	0.0148144	0.0106818	0.00236922	0.0069634	0.000272678	0.00512904	0.0151132	0.024028	-0.0328737	-0.0161564
MIXED	BCN2_CO_0366	BCN2_CO_0366	0.00905938	0.00279832	0.00572669	-0.00945052	-0.0138357	-0.00908829	0.0101925	0.0163126	0.00649603	0.00461247
MIXED	BCN2_CO_0370	BCN2_CO_0370	0.0164689	0.010902	0.00195831	0.0244485	0.0303387	5.89E-07	-0.0096502	0.0106279	-0.000403264	-0.00519379
MIXED	BCN2_CO_0374	BCN2_CO_0374	0.0143105	0.00968088	-0.00187486	0.0132878	-0.0306421	0.0111617	-0.0387419	0.0497477	0.0265355	0.01094
MIXED	BCN2_CO_0384	BCN2_CO_0384	0.017071	0.00843979	-0.00381641	0.00516718	-0.00620763	0.00402905	0.00946412	0.0101804	0.0162167	-0.0212262
MIXED	BCN2_CO_0385	BCN2_CO_0385	0.0118239	0.00454449	0.00456143	-0.0101024	-0.0205031	0.0176857	0.00151891	-0.0044071	0.0110472	-0.0074858
MIXED	BCN2_CO_0387	BCN2_CO_0387	0.0142143	0.00989717	-0.000319309	-0.00472692	0.00278401	0.00227598	0.0179593	-0.0130952	0.0324193	0.0108987
MIXED	BCN2_CO_0390	BCN2_CO_0390	0.0148621	0.00594993	0.00239665	0.00950781	0.00316964	-0.00418482	0.00390901	-0.0114889	-0.00139816	0.0239017
MIXED	BCN2_CO_0391	BCN2_CO_0391	0.0142341	0.00974129	-0.00155518	0.0110433	-0.0265252	-0.0143653	0.000624838	0.00327163	0.0161807	0.00404588
MIXED	BCN2_CO_0396	BCN2_CO_0396	0.0151218	0.0115411	0.00181785	0.00139769	-0.0110551	0.00402502	0.00234878	0.00231035	0.00221327	-0.0167842
MIXED	BCN2_CO_0397	BCN2_CO_0397	0.0184408	0.0109318	-0.00208656	0.00845707	0.0301977	-0.00297416	-0.0114691	0.0105074	-0.0126252	-0.021357
MIXED	BCN2_CO_0398	BCN2_CO_0398	0.0172056	0.0105223	0.00254661	0.00802516	-0.0285511	0.00588918	-0.0123915	0.0279894	0.0112676	-0.000997921
MIXED	BCN2_CO_0399	BCN2_CO_0399	0.0158299	0.00978451	0.000920142	0.00625538	0.00332792	-0.00284065	-0.0140893	-0.0141198	-0.0157586	-0.00336774
MIXED	BCN2_CO_0400	BCN2_CO_0400	0.0131191	0.00950613	0.000913672	-0.00193236	-0.00436993	-0.0140883	0.0131171	-0.00621889	-0.0196512	-0.00985378
MIXED	BCN2_CO_0412	BCN2_CO_0412	0.0158681	0.0116163	0.00228168	0.016312	-0.011356	3.80E-06	0.00749477	-0.0104584	0.00401607	0.0210011
MIXED	BCN2_CO_0418	BCN2_CO_0418	0.0147715	0.0105547	0.000824253	0.0175262	-0.0213722	0.00568049	0.00880816	0.00253627	0.0300386	-0.00541981
MIXED	BCN2_CO_0431	BCN2_CO_0431	0.017552	0.0104122	-0.00124274	0.010196	-0.00702411	-0.00381282	0.0103217	0.0147235	-0.0151094	-0.0169679
MIXED	BCN2_CO_0436	BCN2_CO_0436	0.0144111	0.00656454	0.00309547	0.0104443	0.0197255	0.0130502	0.0213522	0.00983726	-0.0230517	-0.000221017
MIXED	BCN2_CO_0438	BCN2_CO_0438	0.0166612	0.0104682	0.00174737	-0.000552967	-0.0160839	-0.0012333	0.0153731	0.00104469	-0.0160882	-0.0124548
MIXED	BCN2_CO_0443	BCN2_CO_0443	0.0151475	0.0107243	-0.00214289	0.0088096	-0.0137901	-0.00544231	0.0233786	-0.0250962	-0.00775012	0.0188913
MIXED	BCN2_CO_0444	BCN2_CO_0444	0.0181455	0.0125437	-0.00107067	0.0151281	0.0129431	0.00834447	0.00124647	0.018934	0.00298963	0.0130906
MIXED	BCN2_CO_0445	BCN2_CO_0445	0.015153	0.0117593	0.00262451	0.0214398	-0.0204781	-0.00560602	-0.0051511	0.000409226	-0.0194482	-0.0351611
MIXED	BCN2_CO_0446	BCN2_CO_0446	0.0151918	0.00875643	-0.00210468	0.0168139	-0.0187783	-0.00389693	-0.00520455	0.0421193	0.00324237	0.0252099
MIXED	BCN2_CO_0454	BCN2_CO_0454	0.0156746	0.0116478	0.00205396	0.0289612	0.0427267	-0.0220258	-0.0352416	-0.0184931	-0.00851227	-0.0287089
MIXED	BCN2_CO_0461	BCN2_CO_0461	0.0146066	0.0104178	0.0015973	0.0142213	0.00725396	-0.0171226	-0.00265636	-0.0255067	-0.000843906	0.0205206
MIXED	BCN2_CO_0464	BCN2_CO_0464	0.0150054	0.00990006	-0.00113851	0.00738803	-0.000975174	-0.00194784	0.00930697	-0.0123869	0.022939	0.00192492
MIXED	BCN2_CO_0466	BCN2_CO_0466	0.0109463	0.00711696	0.00329494	-0.0110602	-0.0194385	-0.000959469	0.00104509	-0.011417	0.000290443	-0.00466501
MIXED	BCN2_CO_0476	BCN2_CO_0476	0.0181733	0.0119129	0.00109577	0.0126071	-0.0170985	-0.00313699	0.016953	-0.013978	0.0268117	-0.000510446
MIXED	BCN2_CO_0507	BCN2_CO_0507	0.00324981	0.00791327	0.000912175	0.00937456	-0.0225832	-0.00848173	-0.017557	0.0188226	0.00887971	0.0218944
MIXED	BCN2_CO_0513	BCN2_CO_0513	0.0152064	0.0101604	-0.000841096	0.00880259	-0.00786948	0.00166682	0.0235839	0.00663338	-0.000625862	-0.000142946
MIXED	BCN2_CO_0514	BCN2_CO_0514	0.0142225	0.00758165	-2.68E-05	0.00345888	-0.0149474	-0.00322353	-0.00938652	-0.0179086	0.0262658	-0.0232228
MIXED	BCN2_CO_0572	BCN2_CO_0572	0.0104173	0.00459821	0.00264232	-0.0145272	-0.00483088	0.000551272	0.0238463	-0.0274462	0.0124993	-0.0246021
MIXED	BCN3_CA_0004	BCN3_CA_0004	-0.0281002	0.0115443	-0.0103962	0.00947506	0.0155801	0.0136788	0.0201951	0.0258284	0.0151722	-0.00687564
MIXED	BCN3_CA_0012	BCN3_CA_0012	0.0151361	0.0100131	-0.000433167	0.0134647	-0.027924	-0.000796074	-0.0259862	0.0611899	0.0371416	0.014375
MIXED	BCN3_CO_0128	BCN3_CO_0128	0.0137754	0.0109455	0.0026036	0.000644862	-0.0288422	0.00157867	0.00864559	-0.0252753	0.00103388	-0.0242836
MIXED	BCN3_CO_0152	BCN3_CO_0152	0.00346612	0.0116394	-0.00108978	-0.00151325	-0.00809997	0.00673202	0.000679311	-0.0144527	0.00764066	-0.01295
MIXED	BCN3_CO_0171	BCN3_CO_0171	0.00812888	0.00628608	-0.0040658	-0.0143474	-0.000613167	0.00102688	0.0161794	0.00267936	-0.00650862	-0.00188941
MIXED	BCN3_CO_0176	BCN3_CO_0176	0.0117202	0.00463643	-0.00457442	-0.014982	-0.0119452	0.00498621	0.00201036	-0.0172996	-0.0173914	0.0237002
AFRICA	BLSA-1579	BLSA-1579	0.000551503	-0.0422133	-0.0189858	0.00274113	-0.00876643	-0.024879	-0.0109703	0.00536436	0.00804016	7.05E-05
AFRICA	BLSA-1595	BLSA-1595	0.00153234	-0.0348657	-0.0169466	0.00749058	0.000650233	-0.0171812	-0.00255031	-0.00051785	-0.0142635	0.0229694
MIXED	BLSA-827	BLSA-827	0.000744808	-0.00327857	0.0236439	0.00446716	0.0214589	-0.0159345	-0.0222481	-0.00140756	-0.00857842	-0.00966502
MIXED	C295	C295	0.0145146	0.00647562	3.69E-05	0.00664086	-0.0186689	0.00145533	0.00324537	-0.00779048	0.0442541	0.00630795
MIXED	C352	C352	0.0144062	0.00773648	0.000762601	-0.00916643	-0.0170568	-0.0132503	-0.0109834	-0.0106616	-0.0138268	-0.017464
MIXED	C371	C371	0.0142414	0.00670777	0.000793185	-0.00765794	-5.68E-05	0.0115419	-0.00256794	0.0243946	-0.00874584	0.00269778
MIXED	CO-1202	CO-1202	0.00356174	-0.0305915	-0.0110385	0.000570233	-0.00676388	0.00162458	0.011981	0.00027202	-0.00100089	-0.00610318
AFRICA	CO-1274	CO-1274	0.00176141	-0.0348131	-0.0132673	0.0151164	0.00752704	-0.0193676	0.00111043	-0.0277883	0.0124916	0.0151669
MIXED	CO-1302	CO-1302	-0.0010259	0.00421117	-0.00432223	0.0118362	0.0174348	-0.0051887	-0.0281468	-0.00775777	-0.00289576	0.00764729
AFRICA	CO-1405	CO-1405	0.00137761	-0.0408061	-0.0196933	0.0027208	0.00135695	-0.00663247	0.0182294	0.000858207	0.000520533	-0.0205973
MIXED	CO-1532	CO-1532	-0.000904986	0.00475297	0.000537939	-0.0135773	-0.010098	-0.00186279	-0.0094391	0.00103245	-0.021605	0.0148864
MIXED	CO-1562	CO-1562	-0.00511341	0.00876834	-0.00852896	-0.00684763	-0.01432	0.0145631	-0.0167662	0.019052	0.0225005	0.00284274
ASIA	CO-1595	CO-1595	-0.0120429	-0.0121973	0.0438659	0.00662183	0.00155543	-0.00213076	0.00746152	-0.0174091	0.0307745	-0.00626263
MIXED	CO-1666	CO-1666	0.00637631	-0.0346994	-0.0148831	0.00892552	-0.0176911	-0.000231612	-0.00434789	0.00402971	0.0057867	-0.00498939
MIXED	CO-1714	CO-1714	-0.0033055	0.00601088	-0.00298764	-0.00711217	0.0173954	-0.00978101	-0.0244976	-0.0122401	0.000249484	-0.0106247
MIXED	CO-1733	CO-1733	0.00184469	0.0038834	0.00168796	-0.00956132	0.0211788	0.0116362	0.0106249	0.00233724	-0.0231697	0.00720442
MIXED	CO-1734	CO-1734	0.00546694	-0.0295154	-0.0170083	0.0091903	0.000218922	-0.00103951	0.00127582	-0.00946837	0.0027714	-0.0058505
MIXED	CO-1738	CO-1738	0.00473072	-0.026164	-0.0118659	0.00154571	0.00546623	0.0246811	0.0184233	0.00430618	0.00979539	-0.00475104
MIXED	CO-1770	CO-1770	-0.00822419	0.00735442	-0.00434848	-0.0129611	-0.0111782	-0.00905773	0.00349738	-0.0194121	0.000561403	0.0065367
ASIA	CO-1830	CO-1830	-0.0124304	-0.0120562	0.0485556	0.0057307	-0.000983455	0.00823802	-0.00791936	-0.00263609	0.0322161	-0.0151502
MIXED	CO-1868	CO-1868	0.00662049	-0.0134813	-0.00487358	-0.00214266	0.00202165	-0.00714297	0.0013221	-0.00902168	-0.0190208	0.00550668
AFRICA	CO-1943	CO-1943	0.00087409	-0.0419895	-0.0150739	0.00494576	-0.00494421	-0.0135432	0.00231106	-0.00381533	-0.0113521	-0.0285521
AFRICA	CO-1946	CO-1946	0.000190807	-0.0399406	-0.0158744	0.0180952	-0.006256	-0.00833565	0.0139132	-0.00346954	0.0195812	0.0176759
ASIA	CO-1983	CO-1983	-0.0144349	-0.0110217	0.0467421	0.00472361	0.00149116	0.00621466	-0.0125251	0.00397691	0.0427611	-0.0021583
ASIA	CO-2059	CO-2059	-0.0108776	-0.0103815	0.0408974	-0.000534987	0.0117128	0.0120919	0.00457317	0.00898439	0.0178759	-0.0232713
MIXED	CO-2323	CO-2323	-0.00305696	0.00532567	-0.00704523	-0.0114608	-0.00501586	-0.00708128	0.0118176	-0.0151082	-0.0310286	0.0218159
MIXED	CO-2413	CO-2413	0.00580877	-0.00623954	-0.00798052	0.000148615	0.0336351	-0.0142802	-0.0328311	0.0070429	-0.000428325	0.00969427
MIXED	CO-2436	CO-2436	0.0068342	-0.0114285	-0.00395783	0.00537385	0.0382296	-0.0305948	-0.0280137	-0.0151074	-0.00188255	-0.0102621
MIXED	CO-2457	CO-2457	0.0059972	-0.0174281	-0.0114175	-0.000988673	-0.00966116	-0.0112216	-0.0306643	0.0152573	-0.00127188	0.0113473
MIXED	CO-2562	CO-2562	-0.00137563	-0.00485281	0.0227019	-0.0038165	0.00374518	-0.00883785	-0.00361363	-0.0116569	0.0122442	0.0198478
ASIA	CO-2570	CO-2570	-0.0150629	-0.0106455	0.0440376	0.00473231	-0.0115266	-0.00699148	0.00348044	-0.0100571	0.00822988	-0.0232998
ASIA	CO-2589	CO-2589	-0.0133284	-0.015741	0.0446662	0.00344103	0.00017925	0.00911963	0.0210155	-0.0170684	0.00339144	0.0281276
MIXED	CO-2600	CO-2600	0.00439372	-0.0336675	-0.0134803	0.0066735	-0.0114626	-0.00370692	-0.00681211	0.00344297	0.0187613	0.0152944
AFRICA	CO-261	CO-261	0.00250257	-0.0409067	-0.0163922	0.00659562	0.00861997	0.00210157	0.00450807	0.0024311	0.00161329	-0.00151316
MIXED	CO-2650	CO-2650	0.00407235	-0.0247208	-0.0102124	0.0098248	-0.016166	-0.00711226	-0.0119596	0.00301797	0.0107762	0.00613252
AFRICA	CO-2673	CO-2673	0.00019148	-0.0357973	-0.0127459	-0.00373694	-0.0016976	0.0109195	0.0152403	0.00229018	-0.00378649	-0.010499
MIXED	CO-2704	CO-2704	0.0121719	-0.00390964	-0.00570751	-0.0022426	0.00686723	-0.0173966	-0.0296151	-0.014615	0.017361	-0.0123544
MIXED	CO-2713	CO-2713	0.00651201	-0.0173128	-0.00433969	-0.00205247	-0.0126762	0.00098316	-0.019935	0.0214459	0.013464	0.00848451
MIXED	CO-2734	CO-2734	0.000195301	-0.00238192	0.0107918	-0.0257556	0.0049353	-0.0686932	0.00885529	0.0217385	0.0466522	0.00634145
MIXED	CO-2788	CO-2788	0.000350838	0.00189789	-0.00550452	-0.0157155	-0.00502985	0.0105682	-0.00554686	-0.0212129	0.00622277	0.01181
MIXED	CO-2805	CO-2805	0.00735796	-0.000596654	-0.00716681	-0.019686	-0.0114954	-0.00538564	-0.00335186	-0.00151641	-0.0201671	0.00207256
MIXED	CO-2817	CO-2817	-0.0045266	0.00641072	-0.00645393	-0.0142298	-0.0171666	-0.000219595	0.000801275	-0.0184547	-0.00442512	-0.0186921
AFRICA	CO-2854	CO-2854	0.0021403	-0.0319496	-0.0189548	-0.00187223	0.00577916	0.00492824	0.0195646	0.00104038	0.0119284	-0.0214157
MIXED	CO-2890	CO-2890	-0.00974065	0.0046676	-0.00628372	-0.00845736	-0.00695495	0.0119481	-0.0128515	-0.00933441	-0.0149671	0.00664438
ASIA	CO-2901	CO-2901	-0.0129328	-0.00915218	0.0467899	-0.000594467	-0.0161381	-0.00734326	-0.00334874	0.00156161	-0.00894192	0.00361102
MIXED	CO-2943	CO-2943	-0.00312697	0.00700673	-0.001062	-0.0174967	-0.0117268	0.0103409	0.00296437	0.00280239	-0.0128845	-0.0134626
ASIA	CO-296	CO-296	-0.0145855	-0.0132655	0.0486836	0.00287368	6.72E-05	-0.00201783	-0.0118821	-0.00206881	0.0301232	-0.0207314
MIXED	CO-3160	CO-3160	0.00291709	-0.0334668	-0.0113697	-0.00181462	-0.00523062	-0.0126804	0.0023858	0.00496124	-0.00254461	-0.00447383
ASIA	CO-3192	CO-3192	-0.0124954	-0.0120665	0.0449486	0.00553303	0.000310623	0.00066954	-0.00630881	0.0104737	0.00918631	-0.00503328
MIXED	CO-3220	CO-3220	0.00189186	-0.0337873	-0.0144733	0.0149168	-0.00512145	-0.00227623	-0.0180046	0.00514294	0.0064695	-0.00693469
MIXED	CO-3249	CO-3249	0.00671596	-0.0168086	-0.00837003	-0.0113329	0.00254361	0.0167449	0.0207118	0.00452717	0.009096	-0.00452991
MIXED	CO-3275	CO-3275	-0.00372867	0.00294108	-0.00436844	-0.00835708	-0.00826382	-0.00145233	-0.00906763	0.00694504	-0.0227661	0.0346047
ASIA	CO-335	CO-335	-0.0134628	-0.0107418	0.0468588	0.00663731	-0.0143723	0.00223523	-0.00780536	-0.0024776	-0.000347118	-0.00280758
ASIA	CO-424	CO-424	-0.0127721	-0.0131057	0.0430716	0.00290176	-0.0166721	0.00116096	-0.00457449	0.00740328	0.00635516	-0.0109155
MIXED	CO-467	CO-467	0.00624591	-0.0196126	-0.00969309	0.00243186	0.0351144	0.00563186	0.0246464	0.00983944	-0.0049994	0.00200777
MIXED	CO-507	CO-507	0.004652	-0.0227348	-0.0118969	-0.00276714	-0.00126758	0.00191095	-6.93E-05	-0.0149663	-0.00197022	-0.0170959
ASIA	CO-510	CO-510	-0.0137037	-0.0138186	0.0475101	0.00624752	-0.00718355	0.00346739	0.00300489	-0.0094177	0.00479627	0.00465981
ASIA	CO-538	CO-538	-0.0126454	-0.0113735	0.0407195	0.00619357	0.00873004	0.0208517	0.0119564	0.00334977	0.0116351	-0.000404766
MIXED	CO-652	CO-652	-0.00253573	0.00576262	-0.00133071	-0.0110742	-0.016665	-0.00363224	-0.0163817	-0.0125037	0.0255543	-0.0297177
ASIA	CO-675	CO-675	-0.0144826	-0.01283	0.046485	0.00544582	-0.0182032	-0.00470352	-0.0121651	-0.0133549	0.00122499	0.0104517
MIXED	CO-705	CO-705	-0.0089342	0.00542243	0.00157018	-0.0067666	-0.00229551	0.00444737	-0.0125754	0.0130709	0.0134572	0.0144251
ASIA	CO-716	CO-716	-0.0128883	-0.0127984	0.0424076	0.00246775	0.00820675	-0.010074	0.00195169	-0.00224784	-0.0129313	0.000741907
AFRICA	CO-729	CO-729	0.00193607	-0.0397277	-0.0123205	0.00230732	-0.0151131	0.00208626	0.011246	0.0107509	-0.005703	0.0142037
MIXED	CO-902	CO-902	-0.00561927	0.00547327	-0.00286496	-0.00610593	0.0187661	0.0232012	0.0168552	0.00290422	0.0218311	0.011636
MIXED	CORIELL_ND01884	CORIELL_ND01884	0.00715847	0.00402175	-0.00130517	-0.0146122	-0.00114842	0.0171268	0.0142639	0.0137031	0.00748487	-0.00502211
MIXED	CORIELL_ND05213	CORIELL_ND05213	-0.00653526	0.00741843	-0.00293896	-0.00801751	-0.0057158	-0.00902388	-0.0085076	-0.00927595	-0.0189932	-0.00195486
MIXED	CORIELL_ND05688	CORIELL_ND05688	0.00808446	-0.0120893	-0.00483043	-0.00119151	0.021865	-0.00679491	-0.0358707	-0.00256351	-0.00219776	0.00106982
MIXED	CORIELL_ND05961	CORIELL_ND05961	0.00791354	-0.0156798	-0.00568406	0.0130294	0.0240077	-0.0162037	-0.0214181	0.00198945	-0.0105917	-0.00450763
MIXED	CORIELL_ND06799	CORIELL_ND06799	-6.20E-05	-0.00125613	0.0247222	-0.00360761	-0.016489	0.00457733	-0.00237657	0.00522551	-0.00649235	0.00846366
MIXED	CORIELL_ND06830	CORIELL_ND06830	0.0063701	-0.025067	-0.00930017	0.00583142	0.0240156	-0.0234369	-0.0263997	-0.015031	-0.0310648	0.0053568
MIXED	CORIELL_ND07021	CORIELL_ND07021	-0.0129365	0.00275331	-0.00223223	-0.00622879	0.0185726	0.0283798	0.0111499	0.0124264	-0.00267022	0.00253642
ASIA	CORIELL_ND07079	CORIELL_ND07079	-0.0134928	-0.0142787	0.0445443	0.0039198	0.0074182	0.0130499	0.0150875	-0.00630976	0.0341777	-0.000257885
MIXED	CORIELL_ND07791	CORIELL_ND07791	0.00238728	0.00115167	-0.00085899	-0.017378	-0.0170214	-0.00220386	0.00438484	-0.0107974	-0.014608	-0.0195984
ASIA	CORIELL_ND07799	CORIELL_ND07799	-0.0158162	-0.0113556	0.0385183	0.00846225	-0.00926993	0.011801	-0.00483888	0.0121264	-0.0135359	0.00831898
MIXED	CORIELL_ND07836	CORIELL_ND07836	0.00228468	-0.0319749	-0.0129469	0.00217108	0.00781022	0.0113246	0.0105121	0.0244278	-0.00333918	-0.0168462
MIXED	CORIELL_ND07863	CORIELL_ND07863	0.00436823	-0.000305074	0.0118628	-0.0321468	-0.0159172	-0.0527299	0.0221793	0.0201607	0.0240845	-0.00890612
MIXED	CORIELL_ND07872	CORIELL_ND07872	0.00408882	-0.0313096	-0.0128744	-0.0036046	-0.0169687	0.00514801	0.0146453	0.00947493	-0.0128673	0.0166477
MIXED	CORIELL_ND11189	CORIELL_ND11189	-0.00238506	0.00255047	-0.00524769	-0.0103629	-0.00879166	-0.000521036	-0.00709826	0.00441367	-0.000158636	-0.0373513
MIXED	CORIELL_ND13812	CORIELL_ND13812	0.000435677	0.00378673	-0.00186771	-0.00859238	-0.0145744	0.0140907	-0.0205923	0.0106048	0.0194041	-0.000628319
MIXED	CORIELL_ND13814	CORIELL_ND13814	-0.00112726	0.00426479	-0.004272	-0.0152566	0.0108566	0.0078036	0.00831294	0.0074111	0.016332	0.00402643
MIXED	CORIELL_ND13816	CORIELL_ND13816	-0.00589918	0.00767142	-0.00470948	-0.00879222	-0.020987	-0.011183	-0.0214933	-0.0091724	0.0108919	0.00751778
MIXED	CORIELL_ND13920	CORIELL_ND13920	-0.000590195	0.0070352	-0.00217895	-0.0186349	0.0140641	0.00443533	0.0102295	0.00594229	-0.00505929	-0.0119879
MIXED	CORIELL_ND13926	CORIELL_ND13926	0.000943538	0.0058203	-0.00398955	-0.0117325	0.0189209	0.0237979	0.0161018	0.0078777	0.00854509	0.0197666
MIXED	CORIELL_ND14148	CORIELL_ND14148	-0.00036195	-0.00295747	0.0234268	-0.00406542	4.25E-05	0.0125353	-0.011043	0.0252905	-0.0034219	-0.00250305
ASIA	CORIELL_ND14336	CORIELL_ND14336	-0.0132522	-0.0127518	0.0429101	0.00647226	0.000207256	0.00612963	-0.00365233	0.0154728	-0.00525882	0.0116546
ASIA	CORIELL_ND14403	CORIELL_ND14403	-0.014921	-0.0114022	0.0448634	0.00890061	-0.00768991	0.0115643	0.00999035	-0.0114862	0.00791987	0.00220388
MIXED	CORIELL_ND14430	CORIELL_ND14430	0.00210293	-0.0308647	-0.0154251	0.00434917	-0.00674971	-0.00929763	-0.0120983	-0.00226834	-0.0237041	-0.013781
AFRICA	CORIELL_ND14431	CORIELL_ND14431	0.00168421	-0.0369823	-0.0136767	0.00302088	-0.00463093	-0.0112098	0.00136091	-0.0139053	0.0131042	0.0107815
